id_transaccion,id_comercio_comercio,fecha_transaccion,tipo_operacion,id_operacion,estado,monto,moneda,id_producto,motivo_venta_observada,numero_serie_terminal,codigo_autorizacion,numero_referencia,numero_lote,monto_dcc,dcc,numero_tarjeta,origen_tarjeta,tipo_tarjeta,marca_tarjeta,tipo_captura,banco_emisor,numero_cuenta,banco_pagador,numero_cuotas,transaccion_cuotas_sin_interes,nombre_programa,id_detalle_transaccion,importe_descuento,cashback,monto_cashback,comision_cuota_sin_interes,paga_rapido,qr,importe_propina,RUC,codigo_comercio,nombre_comercio,direccion,telefono,email,fecha_registro,ciudad,distrito,provincia,departamento,tipo_comercio,sector,ingresos_anuales,fecha_apertura,numero_empleados,frecuencia_transacciones,nivel_lealtad,id_comercio_producto,nombre_producto,categoria,precio_unitario,banco,comision,fecha,descripcion,es_dia_festivo,comision_aplicada,DayOfMonth
24,3,2024-06-30 00:26:43.337182,Venta,OP000024,Completado,34.99,Soles,5,Observado,895853,196718,407237115861,9372,4.57,SI,4140******7181,Nacional,Débito,Visa,Magstripe,BBVA,9773466239,BCP,10,NO,,224,73.93,NO,19.92,5.14,SI,NO,14.31,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto E,Categoría X,61.12,BBVA,0.013,,,False,0.45487,30
25,3,2024-10-28 00:26:43.337182,Venta,OP000025,Rechazado,47.89,Soles,8,,231879,956025,246410158308,8830,0.29,SI,4085******9055,Nacional,Crédito,MasterCard,Magstripe,Interbank,1703348144,BBVA,6,SI,Cashback Program,25,3.77,NO,3.75,2.07,NO,NO,11.23,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,Interbank,0.018,,,False,0.8620199999999999,28
25,3,2024-10-28 00:26:43.337182,Venta,OP000025,Rechazado,47.89,Soles,8,,231879,956025,246410158308,8830,0.29,SI,4085******9055,Nacional,Crédito,MasterCard,Magstripe,Interbank,1703348144,BBVA,6,SI,Cashback Program,225,35.25,SI,19.96,4.34,SI,SI,4.42,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,Interbank,0.018,,,False,0.8620199999999999,28
26,1,2023-12-18 00:26:43.337182,Venta,OP000026,Completado,134.87,Soles,8,Observado,506314,668037,444625438963,6477,7.8,NO,4958******3206,Nacional,Crédito,MasterCard,CHIP,BBVA,1713101715,BCP,2,NO,Paga Rápido,26,4.22,SI,7.06,4.15,NO,NO,2.67,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,2,Producto H,Categoría X,17.84,BBVA,0.017,,,False,2.29279,18
26,1,2023-12-18 00:26:43.337182,Venta,OP000026,Completado,134.87,Soles,8,Observado,506314,668037,444625438963,6477,7.8,NO,4958******3206,Nacional,Crédito,MasterCard,CHIP,BBVA,1713101715,BCP,2,NO,Paga Rápido,226,92.68,NO,11.04,9.64,SI,NO,4.21,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,2,Producto H,Categoría X,17.84,BBVA,0.017,,,False,2.29279,18
27,3,2024-09-16 00:26:43.337182,Venta,OP000027,Completado,132.3,Soles,1,Observado,141487,585789,536463762450,2224,4.65,SI,4861******6009,Internacional,Crédito,Visa,QR,BBVA,7750509487,BCP,9,SI,Cashback Program,27,0.8,NO,1.15,2.59,NO,SI,14.61,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto A,Categoría X,96.73,BBVA,0.017,,,False,2.2491000000000003,16
27,3,2024-09-16 00:26:43.337182,Venta,OP000027,Completado,132.3,Soles,1,Observado,141487,585789,536463762450,2224,4.65,SI,4861******6009,Internacional,Crédito,Visa,QR,BBVA,7750509487,BCP,9,SI,Cashback Program,227,71.2,SI,3.78,5.16,SI,NO,1.63,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto A,Categoría X,96.73,BBVA,0.017,,,False,2.2491000000000003,16
28,5,2024-03-20 00:26:43.337182,Venta,OP000028,En proceso,43.89,Soles,9,Sin observaciones,179399,305789,995675178586,9703,2.07,SI,4830******6585,Internacional,Débito,Visa,CHIP,Scotiabank,9387213109,Interbank,9,SI,,28,8.95,NO,2.17,2.29,SI,SI,8.16,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,2,Producto I,Categoría X,11.82,Scotiabank,0.014,,,False,0.61446,20
28,5,2024-03-20 00:26:43.337182,Venta,OP000028,En proceso,43.89,Soles,9,Sin observaciones,179399,305789,995675178586,9703,2.07,SI,4830******6585,Internacional,Débito,Visa,CHIP,Scotiabank,9387213109,Interbank,9,SI,,228,33.45,SI,13.22,1.56,SI,SI,10.19,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,2,Producto I,Categoría X,11.82,Scotiabank,0.014,,,False,0.61446,20
29,4,2024-08-03 00:26:43.337182,Venta,OP000029,Completado,97.29,Soles,1,Sin observaciones,715243,496208,807481474283,6707,9.98,SI,4057******5852,Nacional,Débito,Visa,QR,BCP,9433485043,BCP,5,NO,,29,4.24,SI,1.55,2.6,NO,NO,14.5,205500004,C004,Comercio 4,Dirección X,999999999,correo4@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,146884.12,2015-01-01,46,Mensual,Plata,1,Producto A,Categoría X,96.73,BCP,0.015,,,False,1.4593500000000001,3
29,4,2024-08-03 00:26:43.337182,Venta,OP000029,Completado,97.29,Soles,1,Sin observaciones,715243,496208,807481474283,6707,9.98,SI,4057******5852,Nacional,Débito,Visa,QR,BCP,9433485043,BCP,5,NO,,229,86.36,NO,9.56,5.55,SI,NO,13.13,205500004,C004,Comercio 4,Dirección X,999999999,correo4@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,146884.12,2015-01-01,46,Mensual,Plata,1,Producto A,Categoría X,96.73,BCP,0.015,,,False,1.4593500000000001,3
30,2,2024-05-10 00:26:43.337182,Venta,OP000030,Rechazado,143.66,Soles,9,,176588,315772,792753196469,5402,9.1,SI,4949******6842,Nacional,Crédito,MasterCard,CHIP,Scotiabank,3380958984,Scotiabank,3,SI,,30,12.93,NO,8.53,4.65,SI,NO,2.55,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,2,Producto I,Categoría X,11.82,Scotiabank,0.019,,,False,2.72954,10
30,2,2024-05-10 00:26:43.337182,Venta,OP000030,Rechazado,143.66,Soles,9,,176588,315772,792753196469,5402,9.1,SI,4949******6842,Nacional,Crédito,MasterCard,CHIP,Scotiabank,3380958984,Scotiabank,3,SI,,230,55.21,SI,17.35,8.5,NO,NO,12.13,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,2,Producto I,Categoría X,11.82,Scotiabank,0.019,,,False,2.72954,10
31,1,2024-05-31 00:26:43.337182,Venta,OP000031,Rechazado,190.33,Soles,7,,278831,139544,629757232662,8763,9.94,SI,4613******6916,Nacional,Crédito,Visa,QR,Interbank,3756768421,BCP,0,NO,Cashback Program,31,14.17,NO,6.8,1.38,SI,SI,12.37,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,3.4259399999999998,31
31,1,2024-05-31 00:26:43.337182,Venta,OP000031,Rechazado,190.33,Soles,7,,278831,139544,629757232662,8763,9.94,SI,4613******6916,Nacional,Crédito,Visa,QR,Interbank,3756768421,BCP,0,NO,Cashback Program,231,33.2,SI,19.07,1.64,NO,NO,9.48,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,3.4259399999999998,31
32,5,2024-02-01 00:26:43.338687,Venta,OP000032,Completado,14.42,Soles,3,,965023,353983,620740848737,4962,5.53,NO,4233******1493,Internacional,Débito,MasterCard,QR,Interbank,6434450339,Scotiabank,11,NO,Cashback Program,32,14.43,SI,1.64,4.6,SI,SI,6.45,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,3,Producto C,Categoría X,81.26,Interbank,0.012,,,False,0.17304,1
32,5,2024-02-01 00:26:43.338687,Venta,OP000032,Completado,14.42,Soles,3,,965023,353983,620740848737,4962,5.53,NO,4233******1493,Internacional,Débito,MasterCard,QR,Interbank,6434450339,Scotiabank,11,NO,Cashback Program,232,75.69,NO,12.57,2.8,NO,SI,13.17,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,3,Producto C,Categoría X,81.26,Interbank,0.012,,,False,0.17304,1
33,2,2024-04-17 00:26:43.338687,Venta,OP000033,En proceso,145.33,Soles,4,Sin observaciones,452231,288501,392521465594,1218,6.76,SI,4502******8697,Nacional,Crédito,Visa,QR,BCP,5347252595,Scotiabank,6,SI,Paga Rápido,33,9.15,NO,4.69,3.86,NO,NO,12.68,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,4,Producto D,Categoría X,57.6,BCP,0.02,,,False,2.9066000000000005,17
33,2,2024-04-17 00:26:43.338687,Venta,OP000033,En proceso,145.33,Soles,4,Sin observaciones,452231,288501,392521465594,1218,6.76,SI,4502******8697,Nacional,Crédito,Visa,QR,BCP,5347252595,Scotiabank,6,SI,Paga Rápido,233,0.36,NO,14.47,1.09,NO,SI,8.16,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,4,Producto D,Categoría X,57.6,BCP,0.02,,,False,2.9066000000000005,17
34,1,2024-08-19 00:26:43.338687,Venta,OP000034,Rechazado,55.36,Soles,6,Sin observaciones,252953,540559,266116793224,1061,3.69,SI,4236******2585,Internacional,Débito,Visa,QR,Scotiabank,1358344239,Interbank,5,SI,,34,14.25,SI,9.95,0.01,NO,SI,3.53,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,5,Producto F,Categoría X,93.3,Scotiabank,0.014,,,False,0.7750400000000001,19
34,1,2024-08-19 00:26:43.338687,Venta,OP000034,Rechazado,55.36,Soles,6,Sin observaciones,252953,540559,266116793224,1061,3.69,SI,4236******2585,Internacional,Débito,Visa,QR,Scotiabank,1358344239,Interbank,5,SI,,234,10.55,SI,11.1,0.95,SI,SI,8.71,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,5,Producto F,Categoría X,93.3,Scotiabank,0.014,,,False,0.7750400000000001,19
35,3,2024-02-01 00:26:43.338687,Venta,OP000035,Rechazado,95.0,Soles,7,Sin observaciones,660868,765254,964235660167,1121,7.58,NO,4876******4617,Internacional,Crédito,MasterCard,CHIP,BCP,2663670189,Scotiabank,5,SI,Paga Rápido,35,2.5,NO,9.14,0.82,NO,NO,10.69,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto G,Categoría X,16.39,BCP,0.02,,,False,1.9000000000000001,1
35,3,2024-02-01 00:26:43.338687,Venta,OP000035,Rechazado,95.0,Soles,7,Sin observaciones,660868,765254,964235660167,1121,7.58,NO,4876******4617,Internacional,Crédito,MasterCard,CHIP,BCP,2663670189,Scotiabank,5,SI,Paga Rápido,235,43.2,SI,1.12,5.61,SI,SI,10.01,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto G,Categoría X,16.39,BCP,0.02,,,False,1.9000000000000001,1
36,5,2023-11-20 00:26:43.338687,Venta,OP000036,Completado,120.82,Soles,10,Observado,180315,159493,255962162054,8204,1.34,SI,4666******9812,Nacional,Crédito,MasterCard,QR,BBVA,8777413178,Scotiabank,0,NO,,36,1.69,SI,2.26,3.5,NO,SI,7.34,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,5,Producto J,Categoría X,84.94,BBVA,0.017,,,False,2.05394,20
36,5,2023-11-20 00:26:43.338687,Venta,OP000036,Completado,120.82,Soles,10,Observado,180315,159493,255962162054,8204,1.34,SI,4666******9812,Nacional,Crédito,MasterCard,QR,BBVA,8777413178,Scotiabank,0,NO,,236,49.93,SI,0.75,1.48,SI,NO,13.84,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,5,Producto J,Categoría X,84.94,BBVA,0.017,,,False,2.05394,20
37,5,2023-12-31 00:26:43.338687,Venta,OP000037,Rechazado,139.79,Soles,7,,196859,197167,955089488404,9920,0.05,NO,4078******8554,Nacional,Crédito,MasterCard,QR,Interbank,1701626350,Interbank,0,NO,,37,7.34,SI,5.04,3.11,SI,NO,5.99,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,2.5162199999999997,31
37,5,2023-12-31 00:26:43.338687,Venta,OP000037,Rechazado,139.79,Soles,7,,196859,197167,955089488404,9920,0.05,NO,4078******8554,Nacional,Crédito,MasterCard,QR,Interbank,1701626350,Interbank,0,NO,,237,42.34,NO,16.64,1.01,SI,SI,1.16,205500005,C005,Comercio 5,Dirección X,999999999,correo5@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,94630.19,2015-01-01,34,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,2.5162199999999997,31
38,3,2024-07-02 00:26:43.338687,Venta,OP000038,Rechazado,28.84,Soles,4,Observado,305912,976495,718828002100,2763,8.16,SI,4805******7670,Nacional,Débito,Visa,Magstripe,BCP,1925807902,Interbank,6,SI,Paga Rápido,38,15.45,NO,1.02,4.43,NO,SI,13.19,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,4,Producto D,Categoría X,57.6,BCP,0.015,,,False,0.4326,2
38,3,2024-07-02 00:26:43.338687,Venta,OP000038,Rechazado,28.84,Soles,4,Observado,305912,976495,718828002100,2763,8.16,SI,4805******7670,Nacional,Débito,Visa,Magstripe,BCP,1925807902,Interbank,6,SI,Paga Rápido,238,78.8,SI,12.06,9.8,SI,SI,3.34,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,4,Producto D,Categoría X,57.6,BCP,0.015,,,False,0.4326,2
39,2,2024-09-14 00:26:43.338687,Venta,OP000039,En proceso,162.65,Soles,3,Sin observaciones,608661,160462,150402864546,1463,5.0,NO,4186******6929,Nacional,Crédito,MasterCard,CHIP,Scotiabank,5070069944,Scotiabank,6,NO,Paga Rápido,39,3.94,NO,2.72,4.42,NO,NO,0.34,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,3,Producto C,Categoría X,81.26,Scotiabank,0.019,,,False,3.09035,14
39,2,2024-09-14 00:26:43.338687,Venta,OP000039,En proceso,162.65,Soles,3,Sin observaciones,608661,160462,150402864546,1463,5.0,NO,4186******6929,Nacional,Crédito,MasterCard,CHIP,Scotiabank,5070069944,Scotiabank,6,NO,Paga Rápido,239,66.91,SI,18.42,3.84,SI,NO,2.91,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,3,Producto C,Categoría X,81.26,Scotiabank,0.019,,,False,3.09035,14
40,3,2024-01-21 00:26:43.338687,Venta,OP000040,Completado,109.56,Soles,8,Observado,592800,415707,454765838421,6209,2.5,SI,4069******2271,Internacional,Crédito,Visa,Magstripe,BCP,9981144154,Interbank,1,SI,Cashback Program,40,2.75,SI,6.35,3.06,NO,SI,12.24,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,BCP,0.02,,,False,2.1912000000000003,21
40,3,2024-01-21 00:26:43.338687,Venta,OP000040,Completado,109.56,Soles,8,Observado,592800,415707,454765838421,6209,2.5,SI,4069******2271,Internacional,Crédito,Visa,Magstripe,BCP,9981144154,Interbank,1,SI,Cashback Program,240,38.96,NO,18.1,1.89,SI,NO,6.61,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,BCP,0.02,,,False,2.1912000000000003,21
41,3,2024-10-18 00:26:43.338687,Venta,OP000041,Completado,63.26,Soles,1,,691000,714462,710463729132,3346,2.08,NO,4074******1273,Internacional,Débito,Visa,QR,Interbank,9035378549,BCP,2,SI,,41,14.98,NO,3.49,0.9,SI,NO,7.8,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto A,Categoría X,96.73,Interbank,0.012,,,False,0.75912,18
41,3,2024-10-18 00:26:43.338687,Venta,OP000041,Completado,63.26,Soles,1,,691000,714462,710463729132,3346,2.08,NO,4074******1273,Internacional,Débito,Visa,QR,Interbank,9035378549,BCP,2,SI,,241,15.12,NO,1.05,5.59,NO,SI,12.72,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,1,Producto A,Categoría X,96.73,Interbank,0.012,,,False,0.75912,18
42,4,2024-04-23 00:26:43.338687,Venta,OP000042,En proceso,194.9,Soles,3,,714904,188250,439780064239,2703,8.09,SI,4926******9027,Internacional,Crédito,MasterCard,QR,BCP,7559995336,Interbank,4,NO,,42,9.17,NO,0.06,3.44,NO,SI,3.37,205500004,C004,Comercio 4,Dirección X,999999999,correo4@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,146884.12,2015-01-01,46,Mensual,Plata,3,Producto C,Categoría X,81.26,BCP,0.02,,,False,3.898,23
42,4,2024-04-23 00:26:43.338687,Venta,OP000042,En proceso,194.9,Soles,3,,714904,188250,439780064239,2703,8.09,SI,4926******9027,Internacional,Crédito,MasterCard,QR,BCP,7559995336,Interbank,4,NO,,242,55.08,NO,3.45,1.65,NO,NO,3.43,205500004,C004,Comercio 4,Dirección X,999999999,correo4@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,146884.12,2015-01-01,46,Mensual,Plata,3,Producto C,Categoría X,81.26,BCP,0.02,,,False,3.898,23
43,2,2024-07-10 00:26:43.338687,Venta,OP000043,En proceso,50.26,Soles,7,Observado,432338,408686,215274888813,9832,7.24,NO,4742******4515,Internacional,Crédito,Visa,CHIP,Interbank,6235902523,Scotiabank,0,SI,Cashback Program,43,3.01,SI,6.36,4.4,SI,SI,14.01,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,0.9046799999999999,10
43,2,2024-07-10 00:26:43.338687,Venta,OP000043,En proceso,50.26,Soles,7,Observado,432338,408686,215274888813,9832,7.24,NO,4742******4515,Internacional,Crédito,Visa,CHIP,Interbank,6235902523,Scotiabank,0,SI,Cashback Program,243,21.92,NO,8.58,8.49,NO,SI,6.76,205500002,C002,Comercio 2,Dirección X,999999999,correo2@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,140414.51,2015-01-01,13,Mensual,Plata,1,Producto G,Categoría X,16.39,Interbank,0.018,,,False,0.9046799999999999,10
44,3,2024-07-21 00:26:43.338687,Venta,OP000044,En proceso,182.29,Soles,8,Observado,703300,336764,178511664291,2693,8.51,NO,4346******3149,Internacional,Crédito,Visa,CHIP,BCP,7030841401,Scotiabank,1,NO,,44,19.43,SI,8.94,4.12,NO,SI,1.21,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,BCP,0.02,,,False,3.6458,21
44,3,2024-07-21 00:26:43.338687,Venta,OP000044,En proceso,182.29,Soles,8,Observado,703300,336764,178511664291,2693,8.51,NO,4346******3149,Internacional,Crédito,Visa,CHIP,BCP,7030841401,Scotiabank,1,NO,,244,46.36,SI,6.7,5.32,SI,NO,4.27,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,2,Producto H,Categoría X,17.84,BCP,0.02,,,False,3.6458,21
45,3,2024-04-01 00:26:43.338687,Venta,OP000045,Completado,52.92,Soles,2,Sin observaciones,182995,950932,916533149961,4107,8.78,SI,4563******4484,Internacional,Crédito,MasterCard,CHIP,BCP,9429050120,BBVA,2,NO,Paga Rápido,45,1.9,NO,3.35,3.87,NO,SI,8.33,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,5,Producto B,Categoría X,44.51,BCP,0.02,,,False,1.0584,1
45,3,2024-04-01 00:26:43.338687,Venta,OP000045,Completado,52.92,Soles,2,Sin observaciones,182995,950932,916533149961,4107,8.78,SI,4563******4484,Internacional,Crédito,MasterCard,CHIP,BCP,9429050120,BBVA,2,NO,Paga Rápido,245,82.68,SI,12.93,2.05,NO,SI,3.92,205500003,C003,Comercio 3,Dirección X,999999999,correo3@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,177087.76,2015-01-01,29,Mensual,Plata,5,Producto B,Categoría X,44.51,BCP,0.02,,,False,1.0584,1
46,1,2024-09-04 00:26:43.338687,Venta,OP000046,En proceso,166.24,Soles,6,,633938,167112,891950579329,4024,3.06,SI,4490******5035,Nacional,Crédito,Visa,CHIP,Scotiabank,6484236447,Scotiabank,4,NO,Cashback Program,46,10.63,SI,6.04,3.52,NO,SI,0.71,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,5,Producto F,Categoría X,93.3,Scotiabank,0.019,,,False,3.15856,4
46,1,2024-09-04 00:26:43.338687,Venta,OP000046,En proceso,166.24,Soles,6,,633938,167112,891950579329,4024,3.06,SI,4490******5035,Nacional,Crédito,Visa,CHIP,Scotiabank,6484236447,Scotiabank,4,NO,Cashback Program,246,43.36,NO,0.89,6.95,NO,NO,7.9,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,5,Producto F,Categoría X,93.3,Scotiabank,0.019,,,False,3.15856,4
47,1,2024-06-25 00:26:43.338687,Venta,OP000047,Rechazado,127.53,Soles,4,,417735,759756,888562262096,7735,6.23,NO,4291******5302,Internacional,Crédito,Visa,Magstripe,Interbank,6215227042,BCP,5,SI,Paga Rápido,47,4.42,SI,6.76,4.87,SI,NO,10.82,205500001,C001,Comercio 1,Dirección X,999999999,correo1@example.com,2024-11-14,Lima,San Isidro,Lima,Lima,Minorista,Alimentos,132322.03,2015-01-01,10,Mensual,Plata,4,Producto D,Categoría X,57.6,Interbank,0.018,,,False,2.29554,25
